Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount_02-2020,AminerCitationCount_06-2020,XploreCitationCount - 2020-01,PubsCited,Award,pdf_local
SciVis,2018,A Study of the Trade-off Between Reducing Precision and Reducing Resolution for Data Analysis and Visualization,10.1109/TVCG.2018.2864853,http://dx.doi.org/10.1109/TVCG.2018.2864853,1193,1203,J,"There currently exist two dominant strategies to reduce data sizes in analysis and visualization: reducing the precision of the data, e.g., through quantization, or reducing its resolution, e.g., by subsampling. Both have advantages and disadvantages and both face fundamental limits at which the reduced information ceases to be useful. The paper explores the additional gains that could be achieved by combining both strategies. In particular, we present a common framework that allows us to study the trade-off in reducing precision and/or resolution in a principled manner. We represent data reduction schemes as progressive streams of bits and study how various bit orderings such as by resolution, by precision, etc., impact the resulting approximation error across a variety of data sets as well as analysis tasks. Furthermore, we compute streams that are optimized for different tasks to serve as lower bounds on the achievable error. Scientific data management systems can use the results presented in this paper as guidance on how to store and stream data to make efficient use of the limited storage and bandwidth in practice.",Duong Hoang;Pavol Klacansky;Harsh Bhatia;Peer-Timo Bremer;Peter Lindstrom;Valerio Pascucci,Duong Hoang;Pavol Klacansky;Harsh Bhatia;Peer-Timo Bremer;Peter Lindstrom;Valerio Pascucci,"SCI Institute, University of Utah, USA;SCI Institute, University of Utah, USA;Lawrence Livemore National Laboratory, USA;Lawrence Livemore National Laboratory, USA;Lawrence Livemore National Laboratory, USA;SCI Institute, University of Utah, USA",10.1109/TVCG.2009.194;10.1109/TVCG.2007.70516;10.1109/VISUAL.2002.1183757;10.1109/TVCG.2012.240;10.1109/VISUAL.1999.809908;10.1109/TVCG.2014.2346458;10.1109/TVCG.2006.143;10.1109/VISUAL.2004.51;10.1109/VISUAL.2003.1250385;10.1109/TVCG.2011.214;10.1109/TVCG.2012.274;10.1109/TVCG.2015.2467412,"data compression,bit ordering,multi-resolution,data analysis",nan,1.0,0.0,70.0,nan,papers/scivis-tvcg/1193_hoang.pdf
VAST,2018,RuleMatrix: Visualizing and Understanding Classifiers with Rules,10.1109/TVCG.2018.2864812,http://dx.doi.org/10.1109/TVCG.2018.2864812,342,352,J,"With the growing adoption of machine learning techniques, there is a surge of research interest towards making machine learning systems more transparent and interpretable. Various visualizations have been developed to help model developers understand, diagnose, and refine machine learning models. However, a large number of potential but neglected users are the domain experts with little knowledge of machine learning but are expected to work with machine learning systems. In this paper, we present an interactive visualization technique to help users with little expertise in machine learning to understand, explore and validate predictive models. By viewing the model as a black box, we extract a standardized rule-based knowledge representation from its input-output behavior. Then, we design RuleMatrix, a matrix-based visualization of rules to help users navigate and verify the rules and the black-box model. We evaluate the effectiveness of RuleMatrix via two use cases and a usability study.",Yao Ming;Huamin Qu;Enrico Bertini,Yao Ming;Huamin Qu;Enrico Bertini,University of Science and Technology;University of Science and Technology;New York University,10.1109/TVCG.2017.2744683;10.1109/TVCG.2017.2744718;10.1109/VAST.2017.8585720;10.1109/TVCG.2016.2598831;10.1109/VAST.2017.8585721;10.1109/TVCG.2017.2744358;10.1109/TVCG.2016.2598838;10.1109/TVCG.2016.2598828;10.1109/TVCG.2017.2744158;10.1109/VISUAL.2005.1532820;10.1109/VAST.2011.6102453;10.1109/TVCG.2017.2744878,"explainable machine learning,rule visualization,visual analytics",0.0,1.0,7.0,48.0,nan,papers/vast-tvcg/342_ming.pdf
VAST,2018,Seq2Seq-Vis: A Visual Debugging Tool for Sequence-to-Sequence Models,10.1109/TVCG.2018.2865044,http://dx.doi.org/10.1109/TVCG.2018.2865044,353,363,J,"Neural sequence-to-sequence models have proven to be accurate and robust for many sequence prediction tasks, and have become the standard approach for automatic translation of text. The models work with a five-stage blackbox pipeline that begins with encoding a source sequence to a vector space and then decoding out to a new target sequence. This process is now standard, but like many deep learning methods remains quite difficult to understand or debug. In this work, we present a visual analysis tool that allows interaction and “what if”-style exploration of trained sequence-to-sequence models through each stage of the translation process. The aim is to identify which patterns have been learned, to detect model errors, and to probe the model with counterfactual scenario. We demonstrate the utility of our tool through several real-world sequence-to-sequence use cases on large-scale models.",Hendrik Strobelt;Sebastian Gehrmann;Michael Behrisch 0001;Adam Perer;Hanspeter Pfister;Alexander M. Rush,Hendrik Strobelt;Sebastian Gehrmann;Michael Behrisch;Adam Perer;Hanspeter Pfister;Alexander M. Rush,IBM ReseatchMIT-IBM Watson AI Lab.;Harvard NLP group;Hatvatd Visual Computing group;IBM ReseatchMIT-IBM Watson AI Lab.;Hatvatd Visual Computing group;Harvard NLP group,10.1109/TVCG.2017.2744718;10.1109/TVCG.2017.2744478;10.1109/TVCG.2017.2744158,"Explainable AI,Visual Debugging,Visual Analytics,Machine Learning,Deep Learning,NLP",1.0,8.0,12.0,55.0,HM,papers/vast-tvcg/353_strobelt.pdf
VAST,2018,Manifold: A Model-Agnostic Framework for Interpretation and Diagnosis of Machine Learning Models,10.1109/TVCG.2018.2864499,http://dx.doi.org/10.1109/TVCG.2018.2864499,364,373,J,"Interpretation and diagnosis of machine learning models have gained renewed interest in recent years with breakthroughs in new approaches. We present Manifold, a framework that utilizes visual analysis techniques to support interpretation, debugging, and comparison of machine learning models in a more transparent and interactive manner. Conventional techniques usually focus on visualizing the internal logic of a specific model type (i.e., deep neural networks), lacking the ability to extend to a more complex scenario where different model types are integrated. To this end, Manifold is designed as a generic framework that does not rely on or access the internal logic of the model and solely observes the input (i.e., instances or features) and the output (i.e., the predicted result and probability distribution). We describe the workflow of Manifold as an iterative process consisting of three major phases that are commonly involved in the model development and diagnosis process: inspection (hypothesis), explanation (reasoning), and refinement (verification). The visual components supporting these tasks include a scatterplot-based visual summary that overviews the models' outcome and a customizable tabular view that reveals feature discrimination. We demonstrate current applications of the framework on the classification and regression tasks and discuss other potential machine learning use scenarios where Manifold can be applied.",Jiawei Zhang;Yang Wang;Piero Molino;Lezhi Li;David S. Ebert,Jiawei Zhang;Yang Wang;Piero Molino;Lezhi Li;David S. Ebert,"Purdue University;Uber Technologies, Inc;Uber AI Labs;Uber Technologies, Inc;Purdue University",10.1109/TVCG.2014.2346660;10.1109/VAST.2015.7347637;10.1109/TVCG.2014.2346594;10.1109/TVCG.2013.212;10.1109/TVCG.2017.2744718;10.1109/TVCG.2017.2744938;10.1109/TVCG.2017.2744378;10.1109/TVCG.2013.125;10.1109/TVCG.2014.2346578;10.1109/TVCG.2009.111;10.1109/TVCG.2016.2598838;10.1109/TVCG.2016.2598828;10.1109/INFVIS.2000.885086;10.1109/TVCG.2017.2744158;10.1109/TVCG.2016.2598829;10.1109/TVCG.2017.2744878,"Interactive machine learning,performance analysis,model comparison,model debugging",0.0,14.0,9.0,43.0,nan,papers/vast-tvcg/364_zhang.pdf
VAST,2018,Visual Analytics for Topic Model Optimization based on User-Steerable Speculative Execution,10.1109/TVCG.2018.2864769,http://dx.doi.org/10.1109/TVCG.2018.2864769,374,384,J,"To effectively assess the potential consequences of human interventions in model-driven analytics systems, we establish the concept of speculative execution as a visual analytics paradigm for creating user-steerable preview mechanisms. This paper presents an explainable, mixed-initiative topic modeling framework that integrates speculative execution into the algorithmic decision-making process. Our approach visualizes the model-space of our novel incremental hierarchical topic modeling algorithm, unveiling its inner-workings. We support the active incorporation of the user's domain knowledge in every step through explicit model manipulation interactions. In addition, users can initialize the model with expected topic seeds, the backbone priors. For a more targeted optimization, the modeling process automatically triggers a speculative execution of various optimization strategies, and requests feedback whenever the measured model quality deteriorates. Users compare the proposed optimizations to the current model state and preview their effect on the next model iterations, before applying one of them. This supervised human-in-the-Ioop process targets maximum improvement for minimum feedback and has proven to be effective in three independent studies that confirm topic model quality improvements.",Mennatallah El-Assady;Fabian Sperrle;Oliver Deussen;Daniel A. Keim;Christopher Collins 0001,Mennatallah El-Assady;Fabian Sperrle;Oliver Deussen;Daniel Keim;Christopher Collins,"University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;University of Ontario Institute of Technology, Canada",10.1109/VAST.2014.7042493;10.1109/VAST.2011.6102461;10.1109/TVCG.2013.162;10.1109/TVCG.2017.2745080;10.1109/TVCG.2017.2744199;10.1109/TVCG.2017.2743959;10.1109/TVCG.2013.231;10.1109/TVCG.2013.212;10.1109/TVCG.2016.2598445;10.1109/TVCG.2014.2346578;10.1109/TVCG.2013.232,"User-Steerable Topic Modeling,Speculative Execution,Mixed-Initiative Visual Analytics,Explainable Machine Learning",0.0,8.0,4.0,69.0,nan,papers/vast-tvcg/374_el-assady.pdf
VAST,2018,VIS4ML: An Ontology for Visual Analytics Assisted Machine Learning,10.1109/TVCG.2018.2864838,http://dx.doi.org/10.1109/TVCG.2018.2864838,385,395,J,"While many VA workflows make use of machine-learned models to support analytical tasks, VA workflows have become increasingly important in understanding and improving Machine Learning (ML) processes. In this paper, we propose an ontology (VIS4ML) for a subarea of VA, namely “VA-assisted ML”. The purpose of VIS4ML is to describe and understand existing VA workflows used in ML as well as to detect gaps in ML processes and the potential of introducing advanced VA techniques to such processes. Ontologies have been widely used to map out the scope of a topic in biology, medicine, and many other disciplines. We adopt the scholarly methodologies for constructing VIS4ML, including the specification, conceptualization, formalization, implementation, and validation of ontologies. In particular, we reinterpret the traditional VA pipeline to encompass model-development workflows. We introduce necessary definitions, rules, syntaxes, and visual notations for formulating VIS4ML and make use of semantic web technologies for implementing it in the Web Ontology Language (OWL). VIS4ML captures the high-level knowledge about previous workflows where VA is used to assist in ML. It is consistent with the established VA concepts and will continue to evolve along with the future developments in VA and ML. While this ontology is an effort for building the theoretical foundation of VA, it can be used by practitioners in real-world applications to optimize model-development workflows by systematically examining the potential benefits that can be brought about by either machine or human capabilities. Meanwhile, VIS4ML is intended to be extensible and will continue to be updated to reflect future advancements in using VA for building high-quality data-analytical models or for building such models rapidly.",Dominik Sacha;Matthias Kraus;Daniel A. Keim;Min Chen 0001,Dominik Sacha;Matthias Kraus;Daniel A. Keim;Min Chen,University of Konstanz;University of Konstanz;University of Konstanz;University of Oxford,10.1109/TVCG.2017.2744683;10.1109/VISUAL.2004.10;10.1109/VAST.2008.4677361;10.1109/TVCG.2017.2744718;10.1109/TVCG.2017.2745178;10.1109/TVCG.2017.2745085;10.1109/TVCG.2017.2744938;10.1109/TVCG.2016.2598831;10.1109/TVCG.2017.2744378;10.1109/TVCG.2017.2745158;10.1109/TVCG.2017.2744358;10.1109/TVCG.2016.2598838;10.1109/TVCG.2016.2598828;10.1109/TVCG.2017.2744805;10.1109/TVCG.2014.2346481;10.1109/TVCG.2016.2598495;10.1109/TVCG.2017.2744158;10.1109/TVCG.2016.2598829;10.1109/VISUAL.2005.1532781;10.1109/TVCG.2016.2598830;10.1109/TVCG.2017.2744878,"Visual Analytics,Visualization,Machine Learning,Human-Computer Interaction,Ontology,VIS4ML",0.0,12.0,5.0,71.0,nan,papers/vast-tvcg/385_sacha.pdf
InfoVis,2018,Mitigating the Attraction Effect with Visualizations,10.1109/TVCG.2018.2865233,http://dx.doi.org/10.1109/TVCG.2018.2865233,850,860,J,"Human decisions are prone to biases, and this is no less true for decisions made within data visualizations. Bias mitigation strategies often focus on the person, by educating people about their biases, typically with little success. We focus instead on the system, presenting the first evidence that altering the design of an interactive visualization tool can mitigate a strong bias - the attraction effect. Participants viewed 2D scatterplots where choices between superior alternatives were affected by the placement of other suboptimal points. We found that highlighting the superior alternatives weakened the bias, but did not eliminate it. We then tested an interactive approach where participants completely removed locally dominated points from the view, inspired by the elimination by aspects strategy in the decision-making literature. This approach strongly decreased the bias, leading to a counterintuitive suggestion: tools that allow removing inappropriately salient or distracting data from a view may help lead users to make more rational decisions.",Evanthia Dimara;Gilles Bailly;Anastasia Bezerianos;Steven Franconeri,Evanthia Dimara;Gilles Bailly;Anastasia Bezerianos;Steven Franconeri,ISIR;ISIR;Univ. Paris-Sud & CNRS (LRI)Inria;Northwestern Univ.,10.1109/INFVIS.2005.1532136;10.1109/VAST.2017.8585665;10.1109/INFVIS.1996.559213;10.1109/TVCG.2016.2598594;10.1109/TVCG.2017.2745138;10.1109/TVCG.2013.173;10.1109/VAST.2010.5652880;10.1109/TVCG.2012.199;10.1109/TVCG.2015.2467758;10.1109/TVCG.2016.2598589;10.1109/VISUAL.1992.235203;10.1109/TVCG.2017.2744138;10.1109/VAST.2017.8585669;10.1109/VISUAL.1990.146375;10.1109/TVCG.2010.161;10.1109/TVCG.2007.70515,"Decision making,cognitive bias,bias alleviation,bias mitigation,debiasing,information visualization,attraction effect",0.0,4.0,4.0,98.0,nan,papers/infovis-tvcg/850_dimara.pdf
InfoVis,2018,Face to Face: Evaluating Visual Comparison,10.1109/TVCG.2018.2864884,http://dx.doi.org/10.1109/TVCG.2018.2864884,861,871,J,"Data are often viewed as a single set of values, but those values frequently must be compared with another set. The existing evaluations of designs that facilitate these comparisons tend to be based on intuitive reasoning, rather than quantifiable measures. We build on this work with a series of crowdsourced experiments that use low-level perceptual comparison tasks that arise frequently in comparisons within data visualizations (e.g., which value changes the most between the two sets of data?). Participants completed these tasks across a variety of layouts: overlaid, two arrangements of juxtaposed small multiples, mirror-symmetric small multiples, and animated transitions. A staircase procedure sought the difficulty level (e.g., value change delta) that led to equivalent accuracy for each layout. Confirming prior intuition, we observe high levels of performance for overlaid versus standard small multiples. However, we also find performance improvements for both mirror symmetric small multiples and animated transitions. While some results are incongruent with common wisdom in data visualization, they align with previous work in perceptual psychology, and thus have potentially strong implications for visual comparison designs.",Brian D. Ondov;Nicole Jardine;Niklas Elmqvist;Steven Franconeri,Brian Ondov;Nicole Jardine;Niklas Elmqvist;Steven Franconeri,"National Institutes of Health, MD, USA;Northwestern University, Evanston, IL, USA;University of Maryland, College Park, MD, USA;Northwestern University, Evanston, IL, USA",10.1109/TVCG.2017.2744359;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2011.185;10.1109/TVCG.2015.2466971;10.1109/TVCG.2014.2346424;10.1109/TVCG.2017.2744199;10.1109/TVCG.2014.2346979;10.1109/TVCG.2007.70539;10.1109/TVCG.2010.162;10.1109/TVCG.2017.2744198;10.1109/TVCG.2008.125;10.1109/TVCG.2017.2745140;10.1109/INFVIS.2000.885091,"Graphical perception,visual perception,visual comparison,crowdsourced evaluation",0.0,4.0,4.0,70.0,nan,papers/infovis-tvcg/861_ondov.pdf
InfoVis,2018,At a Glance: Pixel Approximate Entropy as a Measure of Line Chart Complexity,10.1109/TVCG.2018.2865264,http://dx.doi.org/10.1109/TVCG.2018.2865264,872,881,J,"When inspecting information visualizations under time critical settings, such as emergency response or monitoring the heart rate in a surgery room, the user only has a small amount of time to view the visualization “at a glance”. In these settings, it is important to provide a quantitative measure of the visualization to understand whether or not the visualization is too “complex” to accurately judge at a glance. This paper proposes Pixel Approximate Entropy (PAE), which adapts the approximate entropy statistical measure commonly used to quantify regularity and unpredictability in time-series data, as a measure of visual complexity for line charts. We show that PAE is correlated with user-perceived chart complexity, and that increased chart PAE correlates with reduced judgement accuracy. `We also find that the correlation between PAE values and participants' judgment increases when the user has less time to examine the line charts.",Gabriel Ryan;Abigail Mosca;Remco Chang;Eugene Wu 0002,Gabriel Ryan;Abigail Mosca;Remco Chang;Eugene Wu,Columbia University;Tufts University;Tufts University;Columbia University,10.1109/TVCG.2011.229;10.1109/TVCG.2013.133;10.1109/TVCG.2010.131;10.1109/TVCG.2010.184;10.1109/VAST.2010.5653598;10.1109/TVCG.2007.70594;10.1109/INFVIS.2004.15;10.1109/VAST.2006.261423;10.1109/TVCG.2008.140;10.1109/TVCG.2010.161;10.1109/INFVIS.2005.1532142,"Visualization,Graphical Perception,Entropy,At-a-glance",nan,4.0,1.0,69.0,nan,papers/infovis-tvcg/872_wu.pdf
SciVis,2018,Firefly: Virtual Illumination Drones for Interactive Visualization,10.1109/TVCG.2018.2864656,http://dx.doi.org/10.1109/TVCG.2018.2864656,1204,1213,J,"Light specification in three dimensional scenes is a complex problem and several approaches have been presented that aim to automate this process. However, there are many scenarios where a static light setup is insufficient, as the scene content and camera position may change. Simultaneous manual control over the camera and light position imposes a high cognitive load on the user. To address this challenge, we introduce a novel approach for automatic scene illumination with Fireflies. Fireflies are intelligent virtual light drones that illuminate the scene by traveling on a closed path. The Firefly path automatically adapts to changes in the scene based on an outcome-oriented energy function. To achieve interactive performance, we employ a parallel rendering pipeline for the light path evaluations. We provide a catalog of energy functions for various application scenarios and discuss the applicability of our method on several examples.",Sergej Stoppel;Magnus Paulson Erga;Stefan Bruckner,Sergej Stoppel;Magnus Paulson Erga;Stefan Bruckner,"University of Bergen, Norway;University of Bergen, Norway;University of Bergen, Norway",10.1109/TVCG.2012.203;10.1109/TVCG.2013.156;10.1109/VISUAL.2002.1183785;10.1109/VISUAL.2003.1250395;10.1109/VISUAL.2004.62;10.1109/TVCG.2011.173;10.1109/TVCG.2013.172,"Dynamic lighting design,lighting drones",0.0,1.0,1.0,47.0,HM,papers/scivis-tvcg/1204_stoppel.pdf
SciVis,2018,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,10.1109/TVCG.2018.2864801,http://dx.doi.org/10.1109/TVCG.2018.2864801,1214,1224,J,"CoDDA (Copula-based Distribution Driven Analysis) is a flexible framework for large-scale multivariate datasets. A common strategy to deal with large-scale scientific simulation data is to partition the simulation domain and create statistical data summaries. Instead of storing the high-resolution raw data from the simulation, storing the compact statistical data summaries results in reduced storage overhead and alleviated I/O bottleneck. Such summaries, often represented in the form of statistical probability distributions, can serve various post-hoc analysis and visualization tasks. However, for multivariate simulation data using standard multivariate distributions for creating data summaries is not feasible. They are either storage inefficient or are computationally expensive to be estimated in simulation time (in situ) for large number of variables. In this work, using copula functions, we propose a flexible multivariate distribution-based data modeling and analysis framework that offers significant data reduction and can be used in an in situ environment. The framework also facilitates in storing the associated spatial information along with the multivariate distributions in an efficient representation. Using the proposed multivariate data summaries, we perform various multivariate post-hoc analyses like query-driven visualization and sampling-based visualization. We evaluate our proposed method on multiple real-world multivariate scientific datasets. To demonstrate the efficacy of our framework in an in situ environment, we apply it on a large-scale flow simulation.",Subhashis Hazarika;Soumya Dutta;Han-Wei Shen;Jen-Ping Chen,Subhashis Hazarika;Soumya Dutta;Han-Wei Shen;Jen-Ping Chen,The Department of Computer Science and EngineeringGRAVITY research groupThe Ohio State University;The Department of Computer Science and EngineeringGRAVITY research groupThe Ohio State University;The Department of Computer Science and EngineeringGRAVITY research groupThe Ohio State University;The Department of Mechanical and Aerospace EngineeringThe Ohio State University,10.1109/TVCG.2015.2467958;10.1109/TVCG.2007.70519;10.1109/TVCG.2015.2467952;10.1109/TVCG.2016.2598604;10.1109/TVCG.2015.2467436;10.1109/TVCG.2015.2467204;10.1109/TVCG.2017.2744099;10.1109/TVCG.2007.70615;10.1109/VAST.2015.7347634;10.1109/TVCG.2006.165;10.1109/TVCG.2015.2467411,"In situ processing,Distribution-based,Multivariate,Query-driven,Copula",0.0,3.0,1.0,64.0,nan,papers/scivis-tvcg/1214_hazarika.pdf
SciVis,2018,"Details-First, Show Context, Overview Last: Supporting Exploration of Viscous Fingers in Large-Scale Ensemble Simulations",10.1109/TVCG.2018.2864849,http://dx.doi.org/10.1109/TVCG.2018.2864849,1225,1235,J,"Visualization research often seeks designs that first establish an overview of the data, in accordance to the information seeking mantra: “Overview first, zoom and filter, then details on demand”. However, in computational fluid dynamics (CFD), as well as in other domains, there are many situations where such a spatial overview is not relevant or practical for users, for example when the experts already have a good mental overview of the data, or when an analysis of a large overall structure may not be related to the specific, information-driven tasks of users. Using scientific workflow theory and, as a vehicle, the problem of viscous finger evolution, we advocate an alternative model that allows domain experts to explore features of interest first, then explore the context around those features, and finally move to a potentially unfamiliar summarization overview. In a model instantiation, we show how a computational back-end can identify and track over time low-level, small features, then be used to filter the context of those features while controlling the complexity of the visualization, and finally to summarize and compare simulations. We demonstrate the effectiveness of this approach with an online web-based exploration of a total volume of data approaching half a billion seven-dimensional data points, and report supportive feedback provided by domain experts with respect to both the instantiation and the theoretical model.",Timothy Luciani;Andrew Thomas Burks;Cassiano Sugiyama;Jonathan Komperda;G. Elisabeta Marai,Timothy Luciani;Andrew Burks;Cassiano Sugiyama;Jonathan Komperda;G. Elisabeta Marai,"Electronic Visualization Laboratory, University of Illinois, Chicago;Electronic Visualization Laboratory, University of Illinois, Chicago;Favo Urban Agriculture, Brazil;Department of Mechanical & Industrial Engineering, University of Illinois, Chicago;Electronic Visualization Laboratory, University of Illinois, Chicago",10.1109/TVCG.2007.70599;10.1109/TVCG.2014.2346448;10.1109/TVCG.2015.2466838;10.1109/TVCG.2015.2468093;10.1109/TVCG.2009.141;10.1109/TVCG.2011.209;10.1109/TVCG.2017.2744459;10.1109/TVCG.2013.161;10.1109/TVCG.2014.2346744;10.1109/VAST.2006.261451;10.1109/TVCG.2009.111;10.1109/TVCG.2012.213;10.1109/TVCG.2009.108;10.1109/TVCG.2008.140,"theory,visualization design,details-first model,discourse paper,computational fluid dynamics",nan,4.0,1.0,72.0,nan,papers/scivis-tvcg/1225_luciani.pdf
VAST,2018,MAQUI: Interweaving Queries and Pattern Mining for Recursive Event Sequence Exploration,10.1109/TVCG.2018.2864886,http://dx.doi.org/10.1109/TVCG.2018.2864886,396,406,J,"Exploring event sequences by defining queries alone or by using mining algorithms alone is often not sufficient to support analysis. Analysts often interweave querying and mining in a recursive manner during event sequence analysis: sequences extracted as query results are used for mining patterns, patterns generated are incorporated into a new query for segmenting the sequences, and the resulting segments are mined or queried again. To support flexible analysis, we propose a framework that describes the process of interwoven querying and mining. Based on this framework, we developed MAQUI, a Mining And Querying User Interface that enables recursive event sequence exploration. To understand the efficacy of MAQUI, we conducted two case studies with domain experts. The findings suggest that the capability of interweaving querying and mining helps the participants articulate their questions and gain novel insights from their data.",Po-Ming Law;Zhicheng Liu;Sana Malik;Rahul C. Basole,Po-Ming Law;Zhicheng Liu;Sana Malik;Rahul C. Basole,Georgia Institute of Technology;Adobe Research;Adobe Research;Georgia Institute of Technology,10.1109/TVCG.2017.2745278;10.1109/TVCG.2017.2745083;10.1109/VAST.2016.7883512;10.1109/VAST.2006.261421;10.1109/TVCG.2017.2744199;10.1109/TVCG.2014.2346682;10.1109/TVCG.2015.2467622;10.1109/TVCG.2014.2346452;10.1109/TVCG.2016.2598797;10.1109/TVCG.2013.200;10.1109/VAST.2015.7347682;10.1109/TVCG.2014.2346574;10.1109/TVCG.2009.117;10.1109/VAST.2009.5332595,"Sequential pattern mining,temporal query,event sequence exploration",nan,5.0,3.0,46.0,nan,papers/vast-tvcg/396_law.pdf
VAST,2018,iForest: Interpreting Random Forests via Visual Analytics,10.1109/TVCG.2018.2864475,http://dx.doi.org/10.1109/TVCG.2018.2864475,407,416,J,"As an ensemble model that consists of many independent decision trees, random forests generate predictions by feeding the input to internal trees and summarizing their outputs. The ensemble nature of the model helps random forests outperform any individual decision tree. However, it also leads to a poor model interpretability, which significantly hinders the model from being used in fields that require transparent and explainable predictions, such as medical diagnosis and financial fraud detection. The interpretation challenges stem from the variety and complexity of the contained decision trees. Each decision tree has its unique structure and properties, such as the features used in the tree and the feature threshold in each tree node. Thus, a data input may lead to a variety of decision paths. To understand how a final prediction is achieved, it is desired to understand and compare all decision paths in the context of all tree structures, which is a huge challenge for any users. In this paper, we propose a visual analytic system aiming at interpreting random forest models and predictions. In addition to providing users with all the tree information, we summarize the decision paths in random forests, which eventually reflects the working mechanism of the model and reduces users' mental burden of interpretation. To demonstrate the effectiveness of our system, two usage scenarios and a qualitative user study are conducted.",Xun Zhao;Yanhong Wu;Dik Lun Lee;Weiwei Cui,Xun Zhao;Yanhong Wu;Dik Lun Lee;Weiwei Cui,Hong Kong University of Science and Technology;Visa Research;Hong Kong University of Science and Technology;Microsoft Research Asia,10.1109/TVCG.2017.2744378;10.1109/TVCG.2017.2745158;10.1109/VAST.2011.6102453,"Interpretable Machine Learning,Random Forests,Random Forest Visualization,Visual Analytics",nan,5.0,3.0,60.0,nan,papers/vast-tvcg/407_zhao.pdf
VAST,2018,Visual Progression Analysis of Event Sequence Data,10.1109/TVCG.2018.2864885,http://dx.doi.org/10.1109/TVCG.2018.2864885,417,426,J,"Event sequence data is common to a broad range of application domains, from security to health care to scholarly communication. This form of data captures information about the progression of events for an individual entity (e.g., a computer network device; a patient; an author) in the form of a series of time-stamped observations. Moreover, each event is associated with an event type (e.g., a computer login attempt, or a hospital discharge). Analyses of event sequence data have been shown to help reveal important temporal patterns, such as clinical paths resulting in improved outcomes, or an understanding of common career trajectories for scholars. Moreover, recent research has demonstrated a variety of techniques designed to overcome methodological challenges such as large volumes of data and high dimensionality. However, the effective identification and analysis of latent stages of progression, which can allow for variation within different but similarly evolving event sequences, remain a significant challenge with important real-world motivations. In this paper, we propose an unsupervised stage analysis algorithm to identify semantically meaningful progression stages as well as the critical events which help define those stages. The algorithm follows three key steps: (1) event representation estimation, (2) event sequence warping and alignment, and (3) sequence segmentation. We also present a novel visualization system, ET<sup>2</sup>, which interactively illustrates the results of the stage analysis algorithm to help reveal evolution patterns across stages. Finally, we report three forms of evaluation for ET<sup>2</sup>: (1) case studies with two real-world datasets, (2) interviews with domain expert users, and (3) a performance evaluation on the progression analysis algorithm and the visualization design.",Shunan Guo;Zhuochen Jin;David Gotz;Fan Du;Hongyuan Zha;Nan Cao,Shunan Guo;Zhuochen Jin;David Gotz;Fan Du;Hongyuan Zha;Nan Cao,"East China Normal University;iDVX labTongji University;University of North Carolina, Chapel Hill;University of Maryland;East China Normal University;iDVX labTongji University",10.1109/TVCG.2011.188;10.1109/TVCG.2017.2745278;10.1109/TVCG.2017.2745083;10.1109/VAST.2016.7883512;10.1109/TVCG.2014.2346682;10.1109/TVCG.2017.2745320;10.1109/TVCG.2014.2346574;10.1109/TVCG.2009.187;10.1109/TVCG.2014.2346913,"Progression Analysis,Visual Analysis,Event Sequence Data",nan,3.0,3.0,49.0,nan,papers/vast-tvcg/417_guo.pdf
VAST,2018,Duet: Helping Data Analysis Novices Conduct Pairwise Comparisons by Minimal Specification,10.1109/TVCG.2018.2864526,http://dx.doi.org/10.1109/TVCG.2018.2864526,427,437,J,"Data analysis novices often encounter barriers in executing low-level operations for pairwise comparisons. They may also run into barriers in interpreting the artifacts (e.g., visualizations) created as a result of the operations. We developed Duet, a visual analysis system designed to help data analysis novices conduct pairwise comparisons by addressing execution and interpretation barriers. To reduce the barriers in executing low-level operations during pairwise comparison, Duet employs minimal specification: when one object group (i.e. a group of records in a data table) is specified, Duet recommends object groups that are similar to or different from the specified one; when two object groups are specified, Duet recommends similar and different attributes between them. To lower the barriers in interpreting its recommendations, Duet explains the recommended groups and attributes using both visualizations and textual descriptions. We conducted a qualitative evaluation with eight participants to understand the effectiveness of Duet. The results suggest that minimal specification is easy to use and Duet's explanations are helpful for interpreting the recommendations despite some usability issues.",Po-Ming Law;Rahul C. Basole;Yanhong Wu,Po-Ming Law;Rahul C. Basole;Yanhong Wu,Georgia Institute of Technology;Georgia Institute of Technology;Visa Research,10.1109/TVCG.2011.188;10.1109/TVCG.2016.2598468;10.1109/VAST.2011.6102435;10.1109/TVCG.2017.2744199;10.1109/TVCG.2010.164;10.1109/TVCG.2017.2744684;10.1109/TVCG.2008.109;10.1109/TVCG.2015.2467195;10.1109/TVCG.2017.2745219;10.1109/TVCG.2015.2467191,"Pairwise comparison,novices,data analysis,automatic insight generation",nan,4.0,2.0,51.0,nan,papers/vast-tvcg/427_law.pdf
